id,title,category,nutrition,ayurveda,notes,content
dry-romano-beans-(सूखे-रोमानो-बीन्स),Dry Romano Beans (सूखे रोमानो बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '338.0', 'protein': '22.5', 'carbs': '60.0', 'fats': '1.1'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",High fiber.,"Dry Romano Beans (सूखे रोमानो बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 338.0
- Protein: 22.5
- Carbohydrates: 60.0
- Fats: 1.1

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: High fiber."
boiled-romano-beans-(उबले-रोमानो-बीन्स),Boiled Romano Beans (उबले रोमानो बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '140.0', 'protein': '8.3', 'carbs': '23.0', 'fats': '0.4'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Light (लघु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Soft and easy.,"Boiled Romano Beans (उबले रोमानो बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 140.0
- Protein: 8.3
- Carbohydrates: 23.0
- Fats: 0.4

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Soft and easy."
whole-harbhara-(साबुत-हरभरा),Whole Harbhara (साबुत हरभरा),"Cereals,Pulses,Lentils & Legumes","{'calories': '364.0', 'protein': '20.0', 'carbs': '61.0', 'fats': '5.6'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Dry (रुक्ष)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↑ Kapha↓'}",Used in flours.,"Whole Harbhara (साबुत हरभरा) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 364.0
- Protein: 20.0
- Carbohydrates: 61.0
- Fats: 5.6

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Dry (रुक्ष)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↑ Kapha↓

Notes: Used in flours."
fresh-green-gram-(ताजा-हरा-मूंग),Fresh Green Gram (ताजा हरा मूंग),"Cereals,Pulses,Lentils & Legumes","{'calories': '319.0', 'protein': '23.5', 'carbs': '59.0', 'fats': '1.4'}","{'rasa': 'Sweet (मधुर)', 'virya': 'Cooling (शीत)', 'guna': 'Light (लघु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Highly sattvic.,"Fresh Green Gram (ताजा हरा मूंग) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 319.0
- Protein: 23.5
- Carbohydrates: 59.0
- Fats: 1.4

Ayurvedic Properties:
- Rasa (Taste): Sweet (मधुर)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Highly sattvic."
cooked-green-gram-soup-(मूंग-सूप),Cooked Green Gram Soup (मूंग सूप),"Cereals,Pulses,Lentils & Legumes","{'calories': '65.0', 'protein': '5.0', 'carbs': '10.0', 'fats': '0.2'}","{'rasa': 'Sweet (मधुर)', 'virya': 'Cooling (शीत)', 'guna': 'Light (लघु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Very light detox food.,"Cooked Green Gram Soup (मूंग सूप) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 65.0
- Protein: 5.0
- Carbohydrates: 10.0
- Fats: 0.2

Ayurvedic Properties:
- Rasa (Taste): Sweet (मधुर)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Very light detox food."
dry-butter-peas-(सूखे-बटर-मटर),Dry Butter Peas (सूखे बटर मटर),"Cereals,Pulses,Lentils & Legumes","{'calories': '348.0', 'protein': '22.0', 'carbs': '62.0', 'fats': '1.0'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Good for fiber.,"Dry Butter Peas (सूखे बटर मटर) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 348.0
- Protein: 22.0
- Carbohydrates: 62.0
- Fats: 1.0

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Good for fiber."
cooked-butter-peas-(पकी-बटर-मटर),Cooked Butter Peas (पकी बटर मटर),"Cereals,Pulses,Lentils & Legumes","{'calories': '125.0', 'protein': '7.0', 'carbs': '20.0', 'fats': '0.4'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Light (लघु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}","Mild taste, easy digestion.","Cooked Butter Peas (पकी बटर मटर) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 125.0
- Protein: 7.0
- Carbohydrates: 20.0
- Fats: 0.4

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Mild taste, easy digestion."
dry-turkish-beans-(सूखे-तुर्की-बीन्स),Dry Turkish Beans (सूखे तुर्की बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '335.0', 'protein': '22.0', 'carbs': '61.0', 'fats': '1.3'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Rich in minerals.,"Dry Turkish Beans (सूखे तुर्की बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 335.0
- Protein: 22.0
- Carbohydrates: 61.0
- Fats: 1.3

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Rich in minerals."
boiled-turkish-beans-(उबले-तुर्की-बीन्स),Boiled Turkish Beans (उबले तुर्की बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '138.0', 'protein': '8.0', 'carbs': '24.0', 'fats': '0.5'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Light (लघु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Simplifies digestion.,"Boiled Turkish Beans (उबले तुर्की बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 138.0
- Protein: 8.0
- Carbohydrates: 24.0
- Fats: 0.5

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Simplifies digestion."
dry-puy-lentils-(सूखी-प्यूई-दाल),Dry Puy Lentils (सूखी प्यूई दाल),"Cereals,Pulses,Lentils & Legumes","{'calories': '352.0', 'protein': '26.0', 'carbs': '59.0', 'fats': '1.2'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Dry (रुक्ष)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Mineral-rich lentils.,"Dry Puy Lentils (सूखी प्यूई दाल) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 352.0
- Protein: 26.0
- Carbohydrates: 59.0
- Fats: 1.2

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Dry (रुक्ष)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Mineral-rich lentils."
boiled-puy-lentils-(उबली-प्यूई-दाल),Boiled Puy Lentils (उबली प्यूई दाल),"Cereals,Pulses,Lentils & Legumes","{'calories': '116.0', 'protein': '10.0', 'carbs': '20.0', 'fats': '0.4'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Light (लघु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Soft and light.,"Boiled Puy Lentils (उबली प्यूई दाल) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 116.0
- Protein: 10.0
- Carbohydrates: 20.0
- Fats: 0.4

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Soft and light."
whole-masoor-beans-(साबुत-मसूर-बीन्स),Whole Masoor Beans (साबुत मसूर बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '329.0', 'protein': '25.0', 'carbs': '59.0', 'fats': '1.3'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Dry (रुक्ष)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Good plant protein.,"Whole Masoor Beans (साबुत मसूर बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 329.0
- Protein: 25.0
- Carbohydrates: 59.0
- Fats: 1.3

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Dry (रुक्ष)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Good plant protein."
cooked-masoor-beans-(पकी-मसूर-बीन्स),Cooked Masoor Beans (पकी मसूर बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '116.0', 'protein': '9.0', 'carbs': '20.0', 'fats': '0.4'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Light (लघु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Very light Dal.,"Cooked Masoor Beans (पकी मसूर बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 116.0
- Protein: 9.0
- Carbohydrates: 20.0
- Fats: 0.4

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Very light Dal."
dry-string-beans-(सूखी-स्ट्रिंग-बीन्स),Dry String Beans (सूखी स्ट्रिंग बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '336.0', 'protein': '22.0', 'carbs': '60.0', 'fats': '1.2'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↑'}",Used in curries.,"Dry String Beans (सूखी स्ट्रिंग बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 336.0
- Protein: 22.0
- Carbohydrates: 60.0
- Fats: 1.2

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↑ Pitta↓ Kapha↑

Notes: Used in curries."
cooked-string-beans-(पकी-स्ट्रिंग-बीन्स),Cooked String Beans (पकी स्ट्रिंग बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '125.0', 'protein': '7.0', 'carbs': '20.0', 'fats': '0.4'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Light (लघु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↑'}",Very gentle on digestion.,"Cooked String Beans (पकी स्ट्रिंग बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 125.0
- Protein: 7.0
- Carbohydrates: 20.0
- Fats: 0.4

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↓ Pitta↓ Kapha↑

Notes: Very gentle on digestion."
dry-chickpea-kernels-(सूखे-चना-कोर),Dry Chickpea Kernels (सूखे चना कोर),"Cereals,Pulses,Lentils & Legumes","{'calories': '362.0', 'protein': '21.0', 'carbs': '60.0', 'fats': '6.2'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↑ Kapha↓'}",Protein-rich legumes.,"Dry Chickpea Kernels (सूखे चना कोर) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 362.0
- Protein: 21.0
- Carbohydrates: 60.0
- Fats: 6.2

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↑ Kapha↓

Notes: Protein-rich legumes."
cooked-chickpea-kernels-(उबले-चना-कोर),Cooked Chickpea Kernels (उबले चना कोर),"Cereals,Pulses,Lentils & Legumes","{'calories': '162.0', 'protein': '8.5', 'carbs': '27.0', 'fats': '2.5'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Light (लघु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Good for salads and meals.,"Cooked Chickpea Kernels (उबले चना कोर) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 162.0
- Protein: 8.5
- Carbohydrates: 27.0
- Fats: 2.5

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Good for salads and meals."
dry-rosecoco-beans-(सूखे-रोजकोको-बीन्स),Dry Rosecoco Beans (सूखे रोजकोको बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '335.0', 'protein': '22.5', 'carbs': '61.0', 'fats': '1.1'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Rich in minerals.,"Dry Rosecoco Beans (सूखे रोजकोको बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 335.0
- Protein: 22.5
- Carbohydrates: 61.0
- Fats: 1.1

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Rich in minerals."
boiled-rosecoco-beans-(उबले-रोजकोको-बीन्स),Boiled Rosecoco Beans (उबले रोजकोको बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '136.0', 'protein': '8.0', 'carbs': '23.0', 'fats': '0.4'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Light (लघु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Light and nutritious.,"Boiled Rosecoco Beans (उबले रोजकोको बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 136.0
- Protein: 8.0
- Carbohydrates: 23.0
- Fats: 0.4

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Light and nutritious."
dry-white-beans-(सूखे-सफेद-बीन्स),Dry White Beans (सूखे सफेद बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '336.0', 'protein': '21.0', 'carbs': '62.0', 'fats': '1.0'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↑'}",High in fiber.,"Dry White Beans (सूखे सफेद बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 336.0
- Protein: 21.0
- Carbohydrates: 62.0
- Fats: 1.0

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↑ Pitta↓ Kapha↑

Notes: High in fiber."
boiled-white-beans-(उबले-सफेद-बीन्स),Boiled White Beans (उबले सफेद बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '132.0', 'protein': '7.5', 'carbs': '23.0', 'fats': '0.4'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Light (लघु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↑'}",Easy on digestion.,"Boiled White Beans (उबले सफेद बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 132.0
- Protein: 7.5
- Carbohydrates: 23.0
- Fats: 0.4

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↓ Pitta↓ Kapha↑

Notes: Easy on digestion."
dry-yellow-peas-(सूखी-पीली-मटर),Dry Yellow Peas (सूखी पीली मटर),"Cereals,Pulses,Lentils & Legumes","{'calories': '347.0', 'protein': '23.0', 'carbs': '62.0', 'fats': '1.1'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Good for dal and soups.,"Dry Yellow Peas (सूखी पीली मटर) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 347.0
- Protein: 23.0
- Carbohydrates: 62.0
- Fats: 1.1

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Good for dal and soups."
boiled-yellow-peas-(उबली-पीली-मटर),Boiled Yellow Peas (उबली पीली मटर),"Cereals,Pulses,Lentils & Legumes","{'calories': '130.0', 'protein': '8.0', 'carbs': '21.0', 'fats': '0.4'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Light (लघु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Light nutritious.,"Boiled Yellow Peas (उबली पीली मटर) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 130.0
- Protein: 8.0
- Carbohydrates: 21.0
- Fats: 0.4

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Light nutritious."
dry-sattur-dal-(सूखी-सत्तूर-दाल),Dry Sattur Dal (सूखी सत्तूर दाल),"Cereals,Pulses,Lentils & Legumes","{'calories': '352.0', 'protein': '24.0', 'carbs': '59.0', 'fats': '1.2'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Dry (रुक्ष)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Used in Tamil cuisine.,"Dry Sattur Dal (सूखी सत्तूर दाल) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 352.0
- Protein: 24.0
- Carbohydrates: 59.0
- Fats: 1.2

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Dry (रुक्ष)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Used in Tamil cuisine."
boiled-sattur-dal-(पकी-सत्तूर-दाल),Boiled Sattur Dal (पकी सत्तूर दाल),"Cereals,Pulses,Lentils & Legumes","{'calories': '118.0', 'protein': '9.0', 'carbs': '20.0', 'fats': '0.5'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Light (लघु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Very light and healthy.,"Boiled Sattur Dal (पकी सत्तूर दाल) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 118.0
- Protein: 9.0
- Carbohydrates: 20.0
- Fats: 0.5

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Very light and healthy."
dry-small-haricot-beans-(सूखे-छोटे-हेरिकॉट-बीन्स),Dry Small Haricot Beans (सूखे छोटे हेरिकॉट बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '334.0', 'protein': '22.0', 'carbs': '62.0', 'fats': '1.2'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↑'}",Used in stews.,"Dry Small Haricot Beans (सूखे छोटे हेरिकॉट बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 334.0
- Protein: 22.0
- Carbohydrates: 62.0
- Fats: 1.2

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↑ Pitta↓ Kapha↑

Notes: Used in stews."
boiled-small-haricot-beans-(उबले-छोटे-हेरिकॉट-बीन्स),Boiled Small Haricot Beans (उबले छोटे हेरिकॉट बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '136.0', 'protein': '7.8', 'carbs': '23.0', 'fats': '0.4'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Light (लघु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↑'}",Good for digestion.,"Boiled Small Haricot Beans (उबले छोटे हेरिकॉट बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 136.0
- Protein: 7.8
- Carbohydrates: 23.0
- Fats: 0.4

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↓ Pitta↓ Kapha↑

Notes: Good for digestion."
dry-black-turtle-beans-(सूखे-काले-टर्टल-बीन्स),Dry Black Turtle Beans (सूखे काले टर्टल बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '339.0', 'protein': '21.5', 'carbs': '62.0', 'fats': '1.4'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",High antioxidants.,"Dry Black Turtle Beans (सूखे काले टर्टल बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 339.0
- Protein: 21.5
- Carbohydrates: 62.0
- Fats: 1.4

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: High antioxidants."
boiled-black-turtle-beans-(उबले-काले-टर्टल-बीन्स),Boiled Black Turtle Beans (उबले काले टर्टल बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '139.0', 'protein': '8.5', 'carbs': '23.0', 'fats': '0.4'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Light (लघु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Easier to digest.,"Boiled Black Turtle Beans (उबले काले टर्टल बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 139.0
- Protein: 8.5
- Carbohydrates: 23.0
- Fats: 0.4

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Easier to digest."
